Lagerkürzel;Auftragsnummer;LS-Nr.;geprüft j/n;Lieferdatum;Bearbeiter;Kundennummer;Kundenkürzel;L.-Name 1;L.-Straße;L.-PLZ;L.-Ort;;;;
Planegg;;LS19203;ja;24.03.2020;Frau Böhm;20218;WW Wohnwagon GmbH;Judith Klöckner;Am Strauch 92;40723;Hilden;;;;
Planegg;19232;LS19204;ja;24.03.2020;Frau Gräf;20998;Gräf Petra;Petra Gräf;Wolkerweg 13;81375;München;;;;
Planegg;19233;LS19205;ja;24.03.2020;Frau Böhm;20218;WW Wohnwagon GmbH;Astrid Eveline Stifter;Leonfeldner Straße 53/03/10;4040;Linz;;;;
Planegg;19235;LS19207;ja;24.03.2020;Frau Böhm;20999;Herwig Hochheim;Dominique Herwig;Alte Dorfgasse 1a;65239;Hochheim;;;;
Planegg;;LS19208;ja;01.05.2020;Herr Irrgang;10034;ewatec;ewatec –  Ihr Partner für Wasser und Kaffee;Am Werkhaus 18;87480;Weitnau;;;;
Planegg;;LS19209;ja;24.03.2020;Herr Irrgang;20413;Lowescher;Lowescher Automaten Catering;Benzstraße 8;48599;Gronau;;;;
Planegg;19238;LS19210;ja;24.03.2020;Frau Böhm;20248;Wasserfilter-Zentr Ladenkiste;Ladenkiste UG (haftungsbeschränkt);Teichberg 30;34286;Spangenberg;;;;
Planegg;;LS19211;ja;24.03.2020;Frau Böhm;20248;Wasserfilter-Zentr Ladenkiste;Ladenkiste UG (haftungsbeschränkt);Teichberg 30;34286;Spangenberg;;;;
Planegg;19241;LS19212;ja;24.03.2020;Frau Böhm;21000;Jonokat;Tatjana Jonokat;Ötztalstr.3;73663;Berglen;;;;
Planegg;;LS19213;ja;24.03.2020;Herr Irrgang;20299;GWA;GWA GmbH;Hohendodeleber Str. 8;39110;Magdeburg;;;;
Planegg;19243;LS19214;ja;25.03.2020;Frau Böhm;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;19244;LS19215;ja;25.03.2020;Christian Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;19245;LS19216;ja;25.03.2020;Frau Böhm;21001;%Gladysch;Jeannine Gladysch;Wiesenstraße 58;29331;Lachendorf;;;;
Planegg;19246;LS19217;ja;25.03.2020;Frau Böhm;21002;Schausberger;Christina Schausberger;Unteralberting 7;4870;Vöcklamarkt;;;;
Emons;19252;LS19218;ja;25.03.2020;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;19248;LS19219;ja;25.03.2020;Christian Irrgang;20299;GWA;GWA GmbH;Hohendodeleber Str. 8;39110;Magdeburg;;;;
Planegg;19247;LS19220;ja;25.03.2020;Frau Böhm;21003;Wigger;Jörg Wigger Berliner;Sophie-charlotten-str. 14;14059;Berlin;;;;
Planegg;;LS19222;ja;25.03.2020;Frau Reiland;21004;knepper;christophe knepper;331 avenue de la résistance;83000;Toulon;;;;
Planegg;19251;LS19223;ja;25.03.2020;Christian Irrgang;20832;Rittmeyer-Breu;Rittmeyer-Breu;Garnbachstraße 9;86926;Greifenberg;;;;
Planegg;;LS19224;ja;25.03.2020;Frau Gräf;20218;WW Wohnwagon GmbH;Astrid Eveline Stifter;Leonfeldner Str. 53/03/10;4040;Linz;;;;
Emons;19254;LS19225;ja;01.05.2020;Christian Irrgang;20299;GWA;GWA GmbH;Hohendodeleber Str. 8;39110;Magdeburg;;;;
Planegg;19168;LS19226;ja;25.03.2020;Frau Böhm;20970;Klöckner;Judith Klöckner;Am Strauch 92;40723;Hilden;;;;
Planegg;19168;LS19227;ja;01.04.2020;Frau Böhm;20970;Klöckner;Judith Klöckner;Am Strauch 92;40723;Hilden;;;;
Planegg;19255;LS19228;ja;26.03.2020;Frau Böhm;21005;Billinger;IABG Ottobrunn;Einsteinstr.20;85521;Ottobrunn;;;;
Planegg;19257;LS19229;ja;01.04.2020;Christian Irrgang;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;LSK19803;LS19230;ja;26.03.2020;Herr Kühn;20191;Gleisner GmbH & Co.KG;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;19258;LS19231;ja;26.03.2020;Frau Reiland;20306;SOS Kinderdorf e.V.;SOS Kinderdorf e.V.;Renatastraße 77;80639;München;;;;
Planegg;19259;LS19232;ja;26.03.2020;Frau Reiland;21007;Dr. Heilemann;Dr. Heilemann;Bayerische Straße 35;10707;Berlin;;;;
Planegg;19260;LS19233;ja;26.03.2020;Frau Reiland;20633;a-on AG;a-on AG;Grundfeld 6;85445;Oberding;;;;
Emons;19261;LS19234;ja;26.03.2020;Christian Irrgang;20370;Automaten Reinhardt KG;Automaten Reinhardt KG;Zum Tälchen 5;1723;Kesselsdorf;;;;
Planegg;19262;LS19236;ja;27.03.2020;Frau Böhm;21008;Hüttemann;Heinz Hüttemann;Grevenkoper Riep 24;25361;Grevenkop;;;;
Planegg;;LS19237;ja;27.03.2020;Frau Böhm;20857;Trinkflaschen-Trend;Trinkflaschen-Trend;Hauptstr. 14;56630;Kretz;;;;
Planegg;19264;LS19238;ja;27.03.2020;Christian Irrgang;21009;Daniela Orosco Loeza;Daniela Orosco Loeza;Holbeinstraße 87;14612;Falkensee;;;;
Planegg;19265;LS19239;ja;27.03.2020;Christian Irrgang;21010;Haug;Johannes Haug;Talstrasse 95;73732;Esslingen;;;;
Planegg;19266;LS19240;ja;27.03.2020;Frau Böhm;20999;Herwig Hochheim;Dominique Herwig;Alte Dorfgasse 1a;65239;Hochheim;;;;
Planegg;LSK22128;LS19241;ja;27.03.2020;Frau Reiland;20836;Asam Betriebs GmbH;Asam Betriebs GmbH;Bayerwaldstr. 15;94377;Steinach;;;;
STK Service;19267;LS19242;ja;27.03.2020;Frau Reiland;20295;Die Voerder Baugenossensc;Die Voerder Baugenossenschaft;An der Voerde 2;58256;Ennepetal;;;;
Emons;LSK20082;LS19244;ja;27.03.2020;Herr Kühn;20576;TSG Tafelwassersysteme;TSG Tafelwassersysteme;Werkstraße 2;28844;Weyhe;;;;
Planegg;19268;LS19245;ja;27.03.2020;Frau Reiland;21006;Herta;Martina Herta;Schattiner Weg 32;23564;Lübeck;;;;
Emons;19269;LS19246;ja;27.03.2020;Christian Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;LSK19983;LS19247;ja;03.04.2020;C. Irrgang;20370;Automaten Reinhardt KG;Automaten Reinhardt KG;Zum Tälchen 5;1723;Kesselsdorf;;;;
Planegg;19270;LS19248;ja;01.04.2020;Frau Reiland;20295;Die Voerder Baugenossensc;Die Voerder Baugenossenschaft;An der Voerde 2;58256;Ennepetal;;;;
STK Service;LSK22158;LS19249;ja;27.03.2020;Herr Kühn;20801;Regio Capital AG;Regio Capital AG;Luisenstr. 9;40215;Düsseldorf;;;;
Planegg;19271;LS19250;ja;27.03.2020;Frau Reiland;20914;Kotra;KOTRA MÜNCHEN;Tal 12;80331;München;;;;
Planegg;19272;LS19251;ja;27.03.2020;Frau Reiland;20695;Gusto Kaffee GmbH;MSD Tiergesundheit;Feldstraße 1A;85716;Unterschleißheim;;;;
Planegg;19273;LS19252;ja;30.03.2020;Frau Reiland;20774;M. Asam GmbH;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;19274;LS19253;ja;30.03.2020;Frau Reiland;20774;M. Asam GmbH;M. Asam GmbH;Feringastrasse 12 A;85774;Unterföhring;;;;
Planegg;19275;LS19254;ja;30.03.2020;Frau Reiland;21012;DORIT RUST;DORIT RUST;PAPPELWEG 5;14532;STAHNSDORF;;;;
Planegg;19276;LS19255;ja;30.03.2020;Frau Reiland;21013;Schönberg;Margit Schönberg;Dr Hermann Neubauer Ring 38 40;63500;Seligenstadt;;;;
Planegg;19277;LS19256;ja;30.03.2020;Herr Kühn;20218;WW Wohnwagon GmbH;WW Wohnwagon GmbH;Vorderbruck 21a;2770;Gutenstein;;;;
Planegg;19278;LS19257;ja;30.03.2020;Herr Kühn;20218;WW Wohnwagon GmbH;WW Wohnwagon GmbH;Vorderbruck 21a;2770;Gutenstein;;;;
Planegg;LSK22129;LS19258;ja;30.03.2020;Herr Kühn;20293;AUREN Treuhand GmbH;AUREN Treuhand GmbH;Haidelweg 48;81241;München;;;;
Emons;19279;LS19259;ja;30.03.2020;Christian Irrgang;10034;ewatec;ewatec –  Ihr Partner für Wasser und Kaffee;Am Werkhaus 18;87480;Weitnau;;;;
STK Service;19280;LS19262;ja;27.03.2020;Frau Reiland;20208;Hotshot Kaffee e. K.;Total Safety GmbH;Kerkrader Straße / TOR 2;50997;Köln;;;;
Planegg;19281;LS19263;ja;30.03.2020;Frau Böhm;21014;Maczan;Haus Marienthal;Ziesenißstr. 30;22043;Hamburg;;;;
Planegg;;LS19265;ja;30.03.2020;Kathrin Böhm;21014;Maczan;Haus Marienthal;Ziesenißstr. 30;22043;Hamburg;;;;
Planegg;;LS19266;ja;30.03.2020;Kathrin Böhm;21015;Albrecht Sanai Hailing;Frank Albrecht;Hemmesserstr. 52;53474;Bad Neuenahr-Ahrweiler;;;;
Planegg;19284;LS19267;ja;30.03.2020;Kathrin Böhm;21016;Laude;Christian Laude;Teutonenstraße 47;90402;Nürnberg;;;;
Planegg;19285;LS19268;ja;30.03.2020;Kathrin Böhm;20218;WW Wohnwagon GmbH;Karoline Widhalm;Brodersdorferstrasse 1A;2442;Unterwaltersdorf;;;;
Planegg;19286;LS19269;ja;01.04.2020;Kathrin Böhm;20218;WW Wohnwagon GmbH;Trixi Smutny;Schönauerstr 2;2542;Kottingbrunn;;;;
Planegg;19287;LS19270;ja;30.03.2020;Kathrin Böhm;21017;Schmied Spillern;Verena Schmied;Stockerauer Str. 42/3/12;2104;Spillern;;;;
Planegg;19288;LS19271;ja;30.03.2020;Kathrin Böhm;21018;Kugler Wien;Irene Kugler;Satzingerweg 10/11/9;1210;Wien;;;;
Planegg;19289;LS19272;ja;30.03.2020;Kathrin Böhm;20248;Wasserfilter-Zentr Ladenkiste;Ladenkiste UG (haftungsbeschränkt);Teichberg 30;34286;Spangenberg;;;;
Planegg;;LS19273;ja;30.03.2020;Kathrin Böhm;21019;DESTACO;DESTACO Europe GmbH;Hiroshimastr. 2;61440;Oberursel;;;;
Emons;19291;LS19274;ja;30.03.2020;Kathrin Böhm;21019;DESTACO;DESTACO Europe GmbH;Hiroshimastr. 2;61440;Oberursel;;;;
Emons;19292;LS19275;ja;30.03.2020;Kathrin Böhm;20616;wasser Pointner;wasser Pointner;Dorfstr. 62c;5661;Rauris;;;;
Planegg;;LS19276;ja;30.03.2020;Kathrin Böhm;20616;wasser Pointner;wasser Pointner;Dorfstr. 62c;5661;Rauris;;;;
Dolphin; Bonstetten;;LS19277;ja;30.03.2020;Rene Kühn;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;
Planegg;19294;LS19278;ja;30.03.2020;Kathrin Böhm;21021;GZA;Hollebeek;Turnersstraat 38;2020;Antwerpen;;;;
Planegg;19295;LS19279;ja;30.03.2020;Rene Kühn;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Dolphin; Bonstetten;19296;LS19280;ja;30.03.2020;Rene Kühn;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;
Emons;19297;LS19281;ja;30.03.2020;Kathrin Böhm;21022;Berger Logistics;Berger Contract Logistics GmbH;Joseph-Meyer-Straße 7;99095;Erfurt;;;;
Strecke;;LS19282;ja;01.04.2020;Kathrin Böhm;21022;Berger Logistics;Berger Contract Logistics GmbH;Joseph-Meyer-Straße 7;99095;Erfurt;;;;
Planegg;;LS19283;ja;30.03.2020;Kathrin Böhm;21023;Heyer;Susanne Heyer;Radlow Dorf 7;15864;Diensdorf-Radlow;;;;
Planegg;19304;LS19286;ja;30.03.2020;Christian Irrgang;20381;The Water Purifier NV;The Water Purifier NV;Genebroekstraat 82;3581;Beverlo;;;;
Planegg;19302;LS19288;ja;30.03.2020;Christian Irrgang;20569;Elasto form KG;Christian Ringler;Obere Bergstr. 3;91275;Auerbach;;;;
Planegg;;LS19289;ja;30.03.2020;Frau Reiland;20357;Autohaus Saggio GmbH;Autohaus Saggio GmbH;Zamdorfer Str. 86;81677;München;;;;
Planegg;19305;LS19290;ja;01.04.2020;Christian Irrgang;20695;Gusto Kaffee GmbH;Gusto Kaffee GmbH;Hansastraße 18;80686;München;;;;
Planegg;19289;LS19291;ja;01.04.2020;Christian Irrgang;20248;Wasserfilter-Zentr Ladenkiste;Ladenkiste UG (haftungsbeschränkt);Teichberg 30;34286;Spangenberg;;;;
Planegg;;LS19292;ja;01.05.2020;Christian Irrgang;20381;The Water Purifier NV;The Water Purifier NV;Genebroekstraat 82;3581;Beverlo;;;;
Planegg;19283;LS19293;ja;30.03.2020;Christian Irrgang;21015;Albrecht Sanai Hailing;Frank Albrecht;Hemmesserstr. 52;53474;Bad Neuenahr-Ahrweiler;;;;
Emons;LSK19720;LS19296;ja;03.05.2020;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;LSK19750;LS19297;ja;01.05.2020;Christian Irrgang;20668;Gastro Service Center e.K;Gastro Service Center e.K.;Lagerhofstr. 2;4103;Leipzig;;;;
Strecke;LSK19754;LS19298;ja;01.04.2020;Christian Irrgang;20191;Gleisner GmbH & Co.KG;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;LSK19789;LS19299;ja;01.05.2020;Christian Irrgang;20254;Hoellinger GmbH;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;LSK19795;LS19300;ja;01.08.2020;Christian Irrgang;20191;Gleisner GmbH & Co.KG;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;LSK19813;LS19301;ja;01.04.2020;Christian Irrgang;20715;xiblo Wassertechnik;xiblo Wassertechnik;Stixstrasse 5;2763;Pernitz;;;;
Planegg;LSK19815;LS19302;ja;01.05.2020;Christian Irrgang;20254;Hoellinger GmbH;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;LSK19866;LS19303;ja;01.04.2020;Christian Irrgang;20254;Hoellinger GmbH;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;LSK19890;LS19304;ja;01.05.2020;Christian Irrgang;20576;TSG Tafelwassersysteme;TSG Tafelwassersysteme;Werkstraße 2;28844;Weyhe;;;;
Planegg;LSK19901;LS19305;ja;01.04.2020;Christian Irrgang;20575;R&F Mayer GmbH;R&F Mayer GmbH;Dürerweg 3;73655;Plüderhausen;;;;
Planegg;LSK19915;LS19306;ja;01.04.2020;Christian Irrgang;20234;Bühler-Catering GmbH;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;LSK22094;LS19307;ja;01.04.2020;Christian Irrgang;20796;Arket;Arket;Weinstr. 6;80333;München;;;;
Planegg;LSK22100;LS19308;ja;01.04.2020;Christian Irrgang;20234;Bühler-Catering GmbH;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;LSK22150;LS19309;ja;01.04.2020;Christian Irrgang;10034;ewatec;ewatec –  Ihr Partner für Wasser und Kaffee;Am Werkhaus 18;87480;Weitnau;;;;
Planegg;LSK22151;LS19310;ja;01.04.2020;Christian Irrgang;10034;ewatec;ewatec –  Ihr Partner für Wasser und Kaffee;Am Werkhaus 18;87480;Weitnau;;;;
Planegg;19307;LS19311;ja;01.04.2020;Christian Irrgang;21024;Caffe Pol;Café Pol;Hansastraße 29;81373;München;;;;
Planegg;19308;LS19314;ja;15.04.2020;Rene Kühn;10028;Jakob Wassertechnik GmbH;Inge GmbH;Flurstraße 27;86926;Greifenberg;;;;
Planegg;19309;LS19315;ja;31.03.2020;Frau Reiland;20375;Rot Kreuz Frauenklinik;Rot Kreuz Frauenklinik;Taxisstraße 3;80637;München;;;;
Planegg;19310;LS19316;ja;31.03.2020;Frau Reiland;20161;edr software GmbH;edr software GmbH;Dillwächterstraße 5;80686;München;;;;
Planegg;;LS19317;ja;31.03.2020;Sönke Rocho;20128;Avendi GmbH;Avendi GmbH;Alpspitzstraße 4;82131;Stockdorf;;;;
Planegg;19312;LS19319;ja;31.03.2020;Frau Reiland;20435;Leibarztpraxis;Leibarztpraxis;Mendelsohnstr. 7;81245;München;;;;
Dolphin; Bonstetten;19313;LS19320;ja;31.03.2020;Rene Kühn;20191;Gleisner;Schuh Mücke;Einsteinstraße 130;81675;München;;;
Planegg;19314;LS19322;ja;31.03.2020;Petra Gräf;20218;WW Wohnwagon GmbH;WW Wohnwagon GmbH;Vorderbruck 21a;2770;Gutenstein;;;;
STK Service;LSK19894;LS19323;ja;31.03.2020;Frau Reiland;20828;Bischöfliche Liebfrauensc;Bischöfliche Liebfrauenschule;Liebfrauenstrasse 30;52249;Eschweiler;;;;
Planegg;19315;LS19324;ja;31.03.2020;Rene Kühn;10163;aboutwater24.com GmbH;aboutwater24.com GmbH;Georgstrasse 5;4810;Gmunden;;;;
Planegg;;LS19325;ja;30.03.2020;C. Irrgang;21025;Scharr Burgau;Scharr Wärme GmbH & Co. KG;Josef-Zech-Strasse 4;89331;Burgau;;;;
Planegg;;LS19326;ja;01.04.2020;C. Irrgang;21027;Stengele;Gerald Stengele;Weickmannstrasse 16;89077;Ulm;;;;
Planegg;19318;LS19327;ja;01.04.2020;Frau Reiland;21028;VES;VES Heimwerkermarkt GmbH;Am Windfeld 8;83714;Miesbach;;;;
Planegg;LSK20062;LS19328;ja;31.03.2020;Frau Reiland;20438;Seyfert GmbH;Seyfert GmbH;Ulmer Str. 58;73262;Reichenbach;;;;
Planegg;LSK22157;LS19329;ja;31.03.2020;Frau Reiland;20103;Oberland-Realschule;Oberland-Realschule;Probst-Sigl-Straße 3;83607;Holzkirchen;;;;
Emons;19319;LS19330;ja;23.03.2020;Rene Kühn;20985;Dermaris;Dermaris GmbH;Industriestr. 31;33397;Rietberg;;;;
Emons;19320;LS19331;ja;23.03.2020;Rene Kühn;20985;Dermaris;Dermaris GmbH;Industriestr. 31;33397;Rietberg;;;;
Planegg;19321;LS19332;ja;01.04.2020;Frau Reiland;20255;rebike 1 GmbH;Rebike Mobility GmbH;Aidenbachstraße 54;81379;München;;;;
Deutscher;19322;LS19333;ja;01.04.2020;Kathrin Böhm;20835;SUGGLE GMBH -3;Wir packen`s GmbH;Bessemer Straße 14;40699;Erkrath;;;;
Deutscher;19324;LS19334;ja;01.04.2020;Kathrin Böhm;20835;SUGGLE GMBH -3;Wir packen`s GmbH;Bessemer Straße 14;40699;Erkrath;;;;
Emons;19323;LS19335;ja;01.04.2020;C. Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;;LS19336;ja;01.04.2020;Kathrin Böhm;21029;Ancofer Stahlhandel;Ancofer Stahlhandel GmbH;Rheinstraße 163;45478;Mülheim an der Ruhr;;;;
Planegg;19326;LS19337;ja;01.04.2020;Kathrin Böhm;20732;Swiss-Sale.ch AG;Swiss-Sale.ch AG;Neudorferstr. 4;6313;Menzingen;;;;
Planegg;19327;LS19338;ja;02.04.2020;Kathrin Böhm;21030;Nazarenus;Vitalij Nazarenus;Pfarrer-Landgrafstr;52;49681;Garrel;;;
Planegg;19328;LS19339;ja;02.04.2020;Frau Reiland;20849;TTI. Inc.;TTI; Inc.;Junkerstraße 1;82178;Puchheim;;;
Planegg;;LS19340;ja;02.04.2020;Frau Reiland;21031;Jagereder;Nadine Jagereder;Stroheim 73;4074;Stroheim;;;;
Planegg;19330;LS19341;ja;02.04.2020;Frau Reiland;20665;Accord Healthcare GmbH;Accord Healthcare GmbH;Hansastraße 32  5. Stock;80686;München;;;;
Planegg;;LS19342;ja;02.04.2020;Kathrin Böhm;20374;Gansohr;Gansohr;Sternstr. 17;24103;Kiel;;;;
Planegg;19332;LS19343;ja;02.04.2020;Kathrin Böhm;21032;Hertlein Speyer;Manuel Hertlein;Am Woogbach 34;67346;Speyer;;;;
Emons;19334;LS19345;ja;02.04.2020;C. Irrgang;20298;Atlantis;Atlantis Trinkwassertechnik GmbH;Kornstr. 4;79258;Hartheim;;;;
Planegg;19335;LS19346;ja;02.04.2020;C. Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;19336;LS19347;ja;02.05.2020;C. Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;;LS19348;ja;02.05.2020;C. Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;19339;LS19350;ja;03.04.2020;Frau Reiland;21034;Johannes Schalk;Johannes Schalk;Falkenhagener Str. 19A;14612;Falkensee;;;;
Emons;19340;LS19351;ja;06.04.2020;C. Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;;LS19352;ja;06.04.2020;C. Irrgang;20519;Irrgang -2;Irrgang;Guerickestr. 39;1257;Dresden;;;;
Planegg;19342;LS19353;ja;03.04.2020;C. Irrgang;10034;ewatec;ewatec –  Ihr Partner für Wasser und Kaffee;Am Werkhaus 18;87480;Weitnau;;;;
Planegg;19343;LS19354;ja;03.04.2020;C. Irrgang;20370;Automaten Reinhardt -1;Automaten Reinhardt KG;Zum Tälchen 5;1723;Kesselsdorf;;;;
Planegg;19344;LS19355;ja;06.04.2020;Kathrin Böhm;21035;Kutscher Lampertheim;Frank Kutscher;Brüder Grimm Str. 14;68623;Lampertheim;;;;
Planegg;19345;LS19356;ja;06.04.2020;Kathrin Böhm;21036;Torunlar;Daniela Torunlar;Ufnaustr. 5;10553;Berlin;;;;
Planegg;;LS19357;ja;06.04.2020;Kathrin Böhm;21036;Torunlar;Daniela Torunlar;Ufnaustr. 5;10553;Berlin;;;;
Planegg;19348;LS19358;ja;06.04.2020;Frau Reiland;20111;Josef Degenhart IT Consul;Josef Degenhart IT Consulting;Jahnstraße 24;80469;München;;;;
Planegg;;LS19359;ja;06.04.2020;Kathrin Böhm;21037;Laubert;Frank Laubert;Diesterwegstraße 3;4129;Leipzig;;;;
Planegg;19349;LS19360;ja;06.04.2020;Kathrin Böhm;20835;SUGGLE GMBH -3;SUGGLE GMBH;Kreckersweg 16d;42929;Wermelskirchen;;;;
Planegg;19350;LS19361;ja;06.04.2020;Kathrin Böhm;21038;Tostmann;Michael Tostmann;Pfleiderer Str. 61;38116;Braunschweig;;;;
Planegg;19351;LS19362;ja;06.04.2020;Kathrin Böhm;21039;Schwab Offenau;Reiner Schwab;Heilbronner Strasse 1;72254;Offenau;;;;
Planegg;19352;LS19363;ja;06.04.2020;Frau Reiland;20325;Agentur SYNEKTAR GmbH;Agentur SYNEKTAR GmbH;Herzog-Heinrich-Str. 38;80336;München;;;;
Planegg;;LS19364;ja;06.04.2020;C. Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;19354;LS19365;ja;06.04.2020;C. Irrgang;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;19355;LS19366;ja;06.04.2020;C. Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;19356;LS19367;ja;06.04.2020;C. Irrgang;10034;ewatec;ewatec –  Ihr Partner für Wasser und Kaffee;Am Werkhaus 18;87480;Weitnau;;;;
Planegg;19357;LS19368;ja;06.04.2020;Frau Reiland;20191;Gleisner;Schuh Mücke;Einsteinstr. 130;81675;München;;;;
Planegg;19358;LS19369;ja;06.04.2020;C. Irrgang;21040;Baumann;Sabine Baumann;Wurzelseppstr. 44;82049;Pullach;;;;
Planegg;19359;LS19370;ja;06.04.2020;C. Irrgang;21041;Vetter;Peter Vetter;Höhenkirchener Str. 12;83620;Feldkirchen-Westerham;;;;
Planegg;19360;LS19371;ja;06.04.2020;C. Irrgang;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Emons;19361;LS19372;ja;06.04.2020;C. Irrgang;20475;Aquagast Wasseraufbereitu;Aquagast Wasseraufbereitungs-;Hofsteigstraße 112;6858;Schwarzach;;;;
Emons;19362;LS19373;ja;04.05.2020;C. Irrgang;20298;Atlantis;Atlantis Trinkwassertechnik GmbH;Kornstr. 4;79258;Hartheim;;;;
Emons;19363;LS19374;ja;04.05.2020;C. Irrgang;20254;Hoellinger;Magnum water coffee snack;Am Steigerberg 1;57076;Siegen;;;;
Emons;19364;LS19375;ja;04.05.2020;C. Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;19367;LS19376;ja;07.04.2020;C. Irrgang;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;19365;LS19377;ja;07.04.2020;Kathrin Böhm;21042;%Morón;María del Mar Escudero Morón;Fichtenweg 12 a;27711;Osterholz-Scharmbeck;;;;
Emons;;LS19378;ja;07.04.2020;C. Irrgang;20254;Hoellinger;Hoellinger GmbH;Eichenstrasse 18;65933;Frankfurt am Main;;;;
Planegg;19368;LS19379;ja;07.04.2020;Kathrin Böhm;20301;LGR Nuss&Trockenfrucht Ve;LGR Nuss&Trockenfrucht Veredelungs GmbH & Co;Kesselflickerstraße 10;21493;Elmenhorst/Ianken;;;;
Emons;;LS19381;ja;07.04.2020;C. Irrgang;20475;Aquagast Wasseraufbereitu;Aquagast Wasseraufbereitungs-;Hofsteigstraße 112;6858;Schwarzach;;;;
Planegg;19370;LS19382;ja;07.04.2020;C. Irrgang;20298;Atlantis;Atlantis Trinkwassertechnik GmbH;Kornstr. 4;79258;Hartheim;;;;
Emons;19371;LS19383;ja;07.04.2020;C. Irrgang;20298;Atlantis;Atlantis Trinkwassertechnik GmbH;Kornstr. 4;79258;Hartheim;;;;
Dolphin; Bonstetten;19372;LS19384;ja;08.04.2020;Rene Kühn;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;
Planegg;;LS19385;ja;08.04.2020;Kathrin Böhm;20248;Wasserfilter-Zentr Ladenkiste;Ladenkiste UG (haftungsbeschränkt);Teichberg 30;34286;Spangenberg;;;;
Planegg;19374;LS19386;ja;08.04.2020;Kathrin Böhm;20806;DI Ernst C. Prötsch - Der;DI Ernst C. Prötsch - Der Vitalingenieur;Wimsbacherstr. 7;4661;Roitham;;;;
Planegg;;LS19388;ja;08.04.2020;Kathrin Böhm;21043;Böhm Büro Gmunden;aboutwater24.com GmbH;Georgstraße 5;4810;Gmunden;;;;
Planegg;;LS19389;ja;08.04.2020;Kathrin Böhm;21044;Yeung;Naïs Yeung;45 Route de la Versière;73260;Feissons sur Isère;;;;
Planegg;19378;LS19390;ja;08.04.2020;Kathrin Böhm;21014;Maczan;Haus Marienthal;Ziesenißstr. 30;22043;Hamburg;;;;
Strecke;19380;LS19391;ja;01.05.2020;Frau Reiland;20725;"Hotel - Garni ""Zum Engel""";"Hotel - Garni ""Zum Engel""";Marktplatz 14;87634;Obergünzburg;;;;
